domain,domain_label,ref,question,expected,difficulty,notes
"M014","Statistics / Functions","14.31","State the y-intercept, x-intercept and gradient of this function.","y-int: -4, x-int: 4, gradient: 1","5",""
"M014","Statistics / Functions","14.32","State the y-intercept, x-intercept and gradient of this function.","y-int: -6, x-int: 1, gradient: 6","5",""
"M014","Statistics / Functions","14.33","State the y-intercept, x-intercept and gradient of this function.","y-int: 10, x-int: 2, gradient: -5","5",""
"M014","Statistics / Functions","14.34","State the y-intercept, x-intercept and gradient of this function.","y-int: 10, x-int: -5, gradient: 2","5",""
"M014","Statistics / Functions","14.35","State the y-intercept, x-intercept and gradient of this function.","y-int: -3, x-int: 1, gradient: 3","5",""
"M014","Statistics / Functions","14.36","State the y-intercept, x-intercept and gradient of this function.","y-int: 12, x-int: 3, gradient: -4","5",""
"M014","Statistics / Functions","14.37","State the y-intercept, x-intercept and gradient of this function.","y-int: -5, x-int: 1, gradient: 5","5",""
"M014","Statistics / Functions","14.38","State the y-intercept, x-intercept and gradient of this function.","y-int: -6, x-int: 3, gradient: 2","5",""
"M015","Logarithms","15.1","Evaluate this logarithm or exponential expression.","3","4",""
"M015","Logarithms","15.2","Evaluate this logarithm or exponential expression.","2","4",""
"M015","Logarithms","15.3","Evaluate this logarithm or exponential expression.","8","4",""
"M015","Logarithms","15.4","Evaluate this logarithm or exponential expression.","4","4",""
"M015","Logarithms","15.5","Evaluate this logarithm or exponential expression.","9","4",""
"M015","Logarithms","15.6","Evaluate this logarithm or exponential expression.","2","4",""
"M015","Logarithms","15.7","Evaluate this logarithm or exponential expression.","25","4",""
"M015","Logarithms","15.8","Evaluate this logarithm or exponential expression.","5","4",""
"M015","Logarithms","15.9","Evaluate this logarithm or exponential expression.","32","4",""
"M015","Logarithms","15.10","Evaluate this logarithm or exponential expression.","3","4",""
"M015","Logarithms","15.11","Evaluate this logarithm or exponential expression.","27","4",""
"M015","Logarithms","15.12","Evaluate this logarithm or exponential expression.","2","4",""
"M015","Logarithms","15.13","Evaluate this logarithm or exponential expression.","16","4",""
"M015","Logarithms","15.14","Evaluate this logarithm or exponential expression.","6","4",""
"M015","Logarithms","15.15","Evaluate this logarithm or exponential expression.","64","5",""
"M015","Logarithms","15.16","Evaluate this logarithm or exponential expression.","3","5",""
"M015","Logarithms","15.17","Evaluate this logarithm or exponential expression.","125","5",""
"M015","Logarithms","15.18","Evaluate this logarithm or exponential expression.","4","5",""
"M015","Logarithms","15.19","Evaluate this logarithm or exponential expression.","81","5",""
"M015","Logarithms","15.20","Evaluate this logarithm or exponential expression.","2","5",""
"M015","Logarithms","15.21","Evaluate this logarithm or exponential expression.","4","5",""
"M015","Logarithms","15.22","Evaluate this logarithm or exponential expression.","3","5",""
"M015","Logarithms","15.23","Evaluate this logarithm or exponential expression.","64","5",""
"M015","Logarithms","15.24","Evaluate this logarithm or exponential expression.","2","5",""
"M015","Logarithms","15.25","Evaluate this logarithm or exponential expression.","36","5",""
"M015","Logarithms","15.26","Evaluate this logarithm or exponential expression.","7","5",""
"M015","Logarithms","15.27","Evaluate this logarithm or exponential expression.","128","5",""
"M015","Logarithms","15.28","Evaluate this logarithm or exponential expression.","1","5",""
"M016","Trigonometry","16.1","Calculate the trig ratios for this right-angled triangle.","sin=3/5, cos=4/5, tan=3/4","5",""
"M016","Trigonometry","16.2","Calculate the trig ratios for this right-angled triangle.","sin=4/5, cos=3/5, tan=4/3","5",""
"M016","Trigonometry","16.3","Calculate the trig ratios for this right-angled triangle.","sin=5/13, cos=12/13, tan=5/12","5",""
"M016","Trigonometry","16.4","Calculate the trig ratios for this right-angled triangle.","sin=12/13, cos=5/13, tan=12/5","5",""
"M016","Trigonometry","16.5","Calculate the trig ratios for this right-angled triangle.","sin=8/17, cos=15/17, tan=8/15","5",""
"M016","Trigonometry","16.6","Calculate the trig ratios for this right-angled triangle.","sin=15/17, cos=8/17, tan=15/8","5",""
"M016","Trigonometry","16.7","Calculate the trig ratios for this right-angled triangle.","sin=7/25, cos=24/25, tan=7/24","5",""
"M016","Trigonometry","16.8","Calculate the trig ratios for this right-angled triangle.","sin=24/25, cos=7/25, tan=24/7","5",""
"M016","Trigonometry","16.9","Calculate the trig ratios for this right-angled triangle.","sin=6/10, cos=8/10, tan=6/8","5",""
"M016","Trigonometry","16.10","Calculate the trig ratios for this right-angled triangle.","sin=8/10, cos=6/10, tan=8/6","5",""
"M016","Trigonometry","16.11","Calculate the trig ratios for this right-angled triangle.","sin=9/15, cos=12/15, tan=9/12","5",""
"M016","Trigonometry","16.12","Calculate the trig ratios for this right-angled triangle.","sin=12/15, cos=9/15, tan=12/9","5",""
"M016","Trigonometry","16.13","Calculate the trig ratios for this right-angled triangle.","sin=5/13, cos=12/13, tan=5/12","5",""
"M016","Trigonometry","16.14","Calculate the trig ratios for this right-angled triangle.","sin=12/13, cos=5/13, tan=12/5","5",""
"M016","Trigonometry","16.15","Calculate the trig ratios for this right-angled triangle.","sin=3/5, cos=4/5, tan=3/4","5",""
"M016","Trigonometry","16.16","Calculate the trig ratios for this right-angled triangle.","sin=4/5, cos=3/5, tan=4/3","5",""
"M016","Trigonometry","16.17","Calculate the trig ratios for this right-angled triangle.","sin=8/17, cos=15/17, tan=8/15","5",""
"M016","Trigonometry","16.18","Calculate the trig ratios for this right-angled triangle.","sin=15/17, cos=8/17, tan=15/8","5",""
"M016","Trigonometry","16.19","Calculate the trig ratios for this right-angled triangle.","sin=7/25, cos=24/25, tan=7/24","5",""
"M016","Trigonometry","16.20","Calculate the trig ratios for this right-angled triangle.","sin=24/25, cos=7/25, tan=24/7","5",""
"M017","Calculus","17.1","Differentiate this function using the power rule.","f'(x) = 2x","5",""
"M017","Calculus","17.2","Differentiate this function using the power rule.","f'(x) = 3x²","5",""
"M017","Calculus","17.3","Differentiate this function using the power rule.","f'(x) = 4x³","5",""
"M017","Calculus","17.4","Differentiate this function using the power rule.","f'(x) = 5x⁴","5",""
"M017","Calculus","17.5","Differentiate this function using the power rule.","f'(x) = 4x","5",""
"M017","Calculus","17.6","Differentiate this function using the power rule.","f'(x) = 6x","5",""
"M017","Calculus","17.7","Differentiate this function using the power rule.","f'(x) = 12x²","5",""
"M017","Calculus","17.8","Differentiate this function using the power rule.","f'(x) = 15x²","5",""
"M017","Calculus","17.9","Differentiate this function using the power rule.","f'(x) = 6x²","5",""
"M017","Calculus","17.10","Differentiate this function using the power rule.","f'(x) = 9x²","5",""
"M017","Calculus","17.11","Differentiate this function using the power rule.","f'(x) = 2x + 1","5",""
"M017","Calculus","17.12","Differentiate this function using the power rule.","f'(x) = 2x + 2","5",""
"M017","Calculus","17.13","Differentiate this function using the power rule.","f'(x) = 2x","5",""
"M017","Calculus","17.14","Differentiate this function using the power rule.","f'(x) = 4x","5",""
"M017","Calculus","17.15","Differentiate this function using the power rule.","f'(x) = 6x","5",""
"M017","Calculus","17.16","Differentiate this function using the power rule.","f'(x) = 3x² + 1","5",""
"M017","Calculus","17.17","Differentiate this function using the power rule.","f'(x) = 3x² + 2","5",""
"M017","Calculus","17.18","Differentiate this function using the power rule.","f'(x) = 3x² + 2x","5",""
"M017","Calculus","17.19","Differentiate this function using the power rule.","f'(x) = 6x² + 1","5",""
"M017","Calculus","17.20","Differentiate this function using the power rule.","f'(x) = 6x + 2","5",""
"M017","Calculus","17.21","Differentiate this function using the power rule.","f'(x) = 8x + 3","5",""
"M017","Calculus","17.22","Differentiate this function using the power rule.","f'(x) = 4x³ + 1","5",""
"M017","Calculus","17.23","Differentiate this function using the power rule.","f'(x) = 3x² + 2x + 1","5",""
"M017","Calculus","17.24","Differentiate this function using the power rule.","f'(x) = 10x","5",""
"M017","Calculus","17.25","Differentiate this function using the power rule.","f'(x) = 18x²","5",""
"M017","Calculus","17.26","Differentiate this function using the power rule.","f'(x) = 14x","5",""
"M017","Calculus","17.27","Differentiate this function using the power rule.","f'(x) = 24x²","5",""
"M017","Calculus","17.28","Differentiate this function using the power rule.","f'(x) = 18x","5",""
"M017","Calculus","17.29","Differentiate this function using the power rule.","f'(x) = 30x²","5",""
"M017","Calculus","17.30","Differentiate this function using the power rule.","f'(x) = 8x³","5",""
"M017","Calculus","17.31","Differentiate this function using the power rule.","f'(x) = 12x³","5",""
"M017","Calculus","17.32","Differentiate this function using the power rule.","f'(x) = 16x³","5",""
"M017","Calculus","17.33","Differentiate this function using the power rule.","f'(x) = 2x + 1","5",""
"M017","Calculus","17.34","Differentiate this function using the power rule.","f'(x) = 4x + 2","5",""
"M017","Calculus","17.35","Differentiate this function using the power rule.","f'(x) = 9x² + 4x","5",""
"M017","Calculus","17.36","Differentiate this function using the power rule.","f'(x) = 3x² - 1","5",""
"M017","Calculus","17.37","Differentiate this function using the power rule.","f'(x) = 2x","5",""
"M017","Calculus","17.38","Differentiate this function using the power rule.","f'(x) = 4x - 1","5",""
"M017","Calculus","17.39","Differentiate this function using the power rule.","f'(x) = 3x² - 2x","5",""
"M017","Calculus","17.40","Differentiate this function using the power rule.","f'(x) = 6x","5",""
"M017","Calculus","17.41","Differentiate this function using the power rule.","f'(x) = 12x² - 1","5",""
"M017","Calculus","17.42","Differentiate this function using the power rule.","f'(x) = 10x - 3","5",""
"M017","Calculus","17.43","Differentiate this function using the power rule.","f'(x) = 4x³ - 2x","5",""
"M017","Calculus","17.44","Differentiate this function using the power rule.","f'(x) = 12x + 1","5",""
"M017","Calculus","17.45","Differentiate this function using the power rule.","f'(x) = 21x² - 2","5",""
"M017","Calculus","17.46","Differentiate this function using the power rule.","f'(x) = 2x","5",""
"M017","Calculus","17.47","Differentiate this function using the power rule.","f'(x) = 9x²","5",""
"M017","Calculus","17.48","Differentiate this function using the power rule.","f'(x) = 8x³ - 1","5",""
"M017","Calculus","17.49","Differentiate this function using the power rule.","f'(x) = 8x","5",""
"M017","Calculus","17.50","Differentiate this function using the power rule.","f'(x) = 15x²","5",""
"M018","Advanced Problem Solving","18.1","Read this problem carefully. Plan your solution step by step, then give your final answer.","34","5",""
"M018","Advanced Problem Solving","18.2","Read this problem carefully. Plan your solution step by step, then give your final answer.","652","5",""
"M018","Advanced Problem Solving","18.3","Read this problem carefully. Plan your solution step by step, then give your final answer.","40","5",""
"M018","Advanced Problem Solving","18.4","Read this problem carefully. Plan your solution step by step, then give your final answer.","30","5",""
"M018","Advanced Problem Solving","18.5","Read this problem carefully. Plan your solution step by step, then give your final answer.","54","5",""
"M018","Advanced Problem Solving","18.6","Read this problem carefully. Plan your solution step by step, then give your final answer.","48","5",""
"M018","Advanced Problem Solving","18.7","Read this problem carefully. Plan your solution step by step, then give your final answer.","10 and 40","5",""
"M018","Advanced Problem Solving","18.8","Read this problem carefully. Plan your solution step by step, then give your final answer.","21.6","5",""
"M018","Advanced Problem Solving","18.9","Read this problem carefully. Plan your solution step by step, then give your final answer.","750","5",""
"M018","Advanced Problem Solving","18.10","Read this problem carefully. Plan your solution step by step, then give your final answer.","144","5",""
"M018","Advanced Problem Solving","18.11","Read this problem carefully. Plan your solution step by step, then give your final answer.","17","5",""
"M018","Advanced Problem Solving","18.12","Read this problem carefully. Plan your solution step by step, then give your final answer.","1122","5",""
"M_DEC","Decimals","dec.1","Compare these two decimal numbers and write the larger one.","0.6","3",""
"M_DEC","Decimals","dec.2","Write this decimal as a fraction.","7/10","3",""
"M_DEC","Decimals","dec.3","What is the place value of the digit 4?","4 tenths","3",""
"M_DEC","Decimals","dec.4","Compare these two decimal numbers and write the larger one.","0.5","3",""
"M_DEC","Decimals","dec.5","Write this fraction as a decimal.","0.3","3",""
"M_DEC","Decimals","dec.6","Add these two decimal numbers.","3.7","3",""
"M_DEC","Decimals","dec.7","Subtract these two decimal numbers.","3.5","3",""
"M_DEC","Decimals","dec.8","Add these two decimal numbers. Line up the decimal points.","5.55","3",""
"M_DEC","Decimals","dec.9","Subtract these decimal numbers. Use a zero placeholder if needed.","2.35","3",""
"M_DEC","Decimals","dec.10","Multiply this decimal by 10.","24","3",""
"M_DEC","Decimals","dec.11","Multiply this decimal by 100.","35","4",""
"M_DEC","Decimals","dec.12","Divide this number by 100.","4.6","4",""
"M_DEC","Decimals","dec.13","Multiply this decimal by 1000.","700","4",""
"M_DEC","Decimals","dec.14","Round this decimal to the nearest whole number.","3","4",""
"M_DEC","Decimals","dec.15","Round this decimal to one decimal place.","2.7","4",""
"M_DEC","Decimals","dec.16","Round this decimal to one decimal place.","8.7","4",""
"M_DEC","Decimals","dec.17","Write these decimals in order from smallest to largest, separated by commas.","0.25, 0.3, 0.8","4",""
"M_DEC","Decimals","dec.18","Write this fraction as a decimal.","0.17","4",""
"M_DEC","Decimals","dec.19","Subtract these decimal numbers.","3.7","4",""
"M_DEC","Decimals","dec.20","Divide this number by 10.","1.26","4",""
